transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
935,06/10/2023,15:15:21,2,1,Alkmaar,4.25,Coffee,Syrup coffee
936,06/07/2023,18:33:01,1,2,Utrecht,2.0,Coffee,Black coffee
937,06/05/2023,10:27:28,1,2,Utrecht,3.0,Bakery,Scone
938,06/06/2023,10:08:24,1,2,Utrecht,4.5,Chocolate,Hot chocolate
939,06/07/2023,16:23:21,2,,Utrecht,4.5,Chocolate,Hot chocolate
940,06/07/2023,08:28:12,2,1,Alkmaar,3.0,Bakery,Scone
941,06/11/2023,15:03:24,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
942,06/11/2023,10:15:30,1,1,Alkmaar,3.5,Bakery,Pie
943,06/09/2023,14:47:23,2,2,Utrecht,4.5,Chocolate,Hot chocolate
944,06/10/2023,07:12:57,1,3,Eindhoven,3.25,Tea,Chai tea
945,06/10/2023,16:48:08,1,2,Utrecht,4.5,Chocolate,Hot chocolate
946,06/10/2023,06:44:01,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
947,06/07/2023,09:27:04,3,1,Alkmaar,6.3,Coffee,Organic blended coffee
948,06/05/2023,17:17:04,1,2,Utrecht,3.0,Bakery,Scone
949,06/10/2023,19:44:43,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
950,06/07/2023,16:29:45,1,1,Alkmaar,3.5,Tea,Herbal tea
951,06/07/2023,19:26:26,1,3,Eindhoven,3.75,Bakery,Sandwich
952,06/05/2023,17:46:23,2,2,Utrecht,2.0,Coffee,Black coffee
953,06/09/2023,15:01:10,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
954,06/11/2023,14:52:47,3,1,Alkmaar,3.15,Tea,Green tea
955,06/10/2023,16:58:42,4,,Alkmaar,4.5,Chocolate,Hot chocolate
956,06/09/2023,08:23:29,2,3,Eindhoven,3.5,Coffee,Milk coffee
957,06/07/2023,06:57:35,,3,Eindhoven,3.5,Bakery,Pie
958,06/11/2023,17:52:41,3,2,Utrecht,4.25,Coffee,Syrup coffee
959,06/08/2023,08:52:25,2,1,Alkmaar,4.25,Coffee,Syrup coffee
960,06/10/2023,14:20:17,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
961,06/10/2023,13:31:05,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
962,06/10/2023,12:55:49,2,1,Alkmaar,3.5,Tea,Herbal tea
963,06/07/2023,16:40:24,2,2,Utrecht,3.5,Bakery,Pie
964,06/07/2023,09:32:42,2,2,Utrecht,4.5,Chocolate,Hot chocolate
965,06/10/2023,16:00:14,1,2,Utrecht,3.0,Bakery,Scone
966,06/09/2023,14:11:35,2,1,Alkmaar,3.15,Tea,Green tea
967,06/07/2023,15:58:35,6,2,Utrecht,3.5,Bakery,Pie
968,06/07/2023,16:35:42,1,3,Eindhoven,3.0,Bakery,Scone
969,06/08/2023,10:26:08,2,3,Eindhoven,3.0,Bakery,Scone
970,06/09/2023,16:12:44,1,2,Utrecht,4.5,Chocolate,Hot chocolate
971,06/10/2023,08:38:07,2,3,Eindhoven,3.5,Tea,Herbal tea
972,06/06/2023,19:00:36,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
973,06/11/2023,17:25:08,1,2,Utrecht,3.0,Bakery,Scone
974,06/11/2023,12:11:50,1,2,Utrecht,3.25,Tea,Chai tea
975,06/08/2023,10:54:41,1,1,Alkmaar,3.0,Bakery,Scone
976,06/06/2023,12:44:47,1,3,Eindhoven,3.25,Tea,Chai tea
977,06/10/2023,11:49:43,2,2,Utrecht,6.3,Coffee,Organic blended coffee
978,06/11/2023,07:25:59,2,3,Eindhoven,3.0,Bakery,Scone
979,06/09/2023,12:04:20,1,1,Alkmaar,2.0,Coffee,Black coffee
980,06/09/2023,10:40:27,1,1,Alkmaar,4.25,Coffee,Syrup coffee
981,06/09/2023,18:36:47,1,3,Eindhoven,3.25,Tea,Chai tea
982,06/11/2023,16:01:09,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
983,06/08/2023,17:25:52,1,3,Eindhoven,3.5,Coffee,Milk coffee
984,06/11/2023,12:21:10,2,1,Alkmaar,3.5,Coffee,Milk coffee
985,06/07/2023,12:19:00,2,1,Alkmaar,3.5,Bakery,Pie
986,06/09/2023,17:32:59,2,2,Utrecht,4.5,Chocolate,Hot chocolate
987,06/05/2023,09:38:25,1,3,Eindhoven,3.5,Bakery,Pie
988,06/07/2023,06:10:57,1,3,Eindhoven,3.75,Bakery,Sandwich
989,06/10/2023,19:10:05,2,1,Alkmaar,2.0,Coffee,Black coffee
990,06/09/2023,17:26:32,,2,Utrecht,3.5,Bakery,Pie
991,06/09/2023,17:34:06,1,2,Utrecht,2.0,Coffee,Black coffee
992,06/09/2023,09:27:25,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
993,06/06/2023,08:38:31,1,1,Alkmaar,3.0,Bakery,Scone
994,06/11/2023,08:43:42,1,2,Utrecht,3.5,Tea,Herbal tea
995,06/10/2023,15:28:10,2,2,Utrecht,3.0,Tea,Black tea
996,06/06/2023,16:41:12,1,2,Utrecht,4.5,Chocolate,Hot chocolate
997,06/10/2023,08:16:39,3,1,Alkmaar,3.0,Bakery,Scone
998,06/08/2023,10:03:24,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
999,06/08/2023,10:07:05,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1000,06/06/2023,09:30:03,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1001,06/10/2023,09:29:21,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1002,06/10/2023,08:38:35,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1003,06/10/2023,10:49:20,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1004,06/06/2023,12:18:43,2,1,Alkmaar,3.75,Bakery,Sandwich
1005,06/09/2023,14:15:48,2,2,Utrecht,3.0,Bakery,Scone
1006,06/10/2023,11:20:08,1,2,Utrecht,4.25,Coffee,Syrup coffee
1007,06/07/2023,17:26:00,2,1,Alkmaar,3.5,Tea,Herbal tea
1008,06/10/2023,14:03:03,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1009,06/10/2023,08:52:03,1,2,Utrecht,3.75,Bakery,Sandwich
1010,06/11/2023,10:45:25,3,1,Alkmaar,4.5,Chocolate,Hot chocolate
1011,06/09/2023,09:39:19,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1012,06/06/2023,10:17:48,1,3,Eindhoven,3.0,Bakery,Scone
1013,06/11/2023,07:15:12,2,1,Alkmaar,3.5,Bakery,Pie
1014,06/09/2023,11:22:09,2,1,Alkmaar,3.5,Tea,Herbal tea
1015,06/07/2023,13:29:54,2,1,Alkmaar,3.75,Bakery,Sandwich
1016,06/10/2023,09:12:10,1,2,Utrecht,3.0,Tea,Black tea
1017,06/10/2023,11:03:29,2,2,Utrecht,3.0,Tea,Black tea
1018,06/09/2023,09:28:09,2,3,Eindhoven,3.5,Bakery,Pie
1019,06/08/2023,16:48:33,1,2,Utrecht,3.0,Bakery,Scone
1020,06/11/2023,11:22:00,2,2,Utrecht,3.25,Tea,Chai tea
1021,06/11/2023,10:58:19,1,1,Alkmaar,3.75,Bakery,Sandwich
1022,06/11/2023,08:46:51,2,2,Utrecht,3.0,Tea,Black tea
1023,06/09/2023,17:15:04,5,2,Utrecht,6.3,Coffee,Organic blended coffee
1024,06/10/2023,10:53:12,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
1025,06/08/2023,13:48:19,1,1,Alkmaar,3.5,Tea,Herbal tea
1026,06/10/2023,14:32:47,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1027,06/09/2023,08:45:41,1,3,Eindhoven,3.5,Tea,Herbal tea
1028,06/09/2023,11:13:10,3,1,Alkmaar,3.75,Bakery,Sandwich
1029,06/11/2023,14:48:59,1,1,Alkmaar,3.5,Tea,Herbal tea
1030,06/07/2023,10:02:27,2,1,Alkmaar,3.75,Bakery,Sandwich
1031,06/09/2023,08:26:21,2,2,Utrecht,3.0,Bakery,Scone
1032,06/09/2023,16:44:26,3,3,Eindhoven,3.25,Tea,Chai tea
1033,06/09/2023,09:39:37,2,3,Eindhoven,3.15,Tea,Green tea
1034,06/09/2023,11:03:07,1,3,Eindhoven,3.0,Bakery,Scone
1035,06/07/2023,12:12:52,2,1,Alkmaar,3.75,Bakery,Sandwich
1036,06/10/2023,10:41:09,3,2,Utrecht,4.25,Coffee,Syrup coffee
1037,06/09/2023,10:00:25,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
1038,06/07/2023,15:54:40,1,2,Utrecht,3.5,Tea,Herbal tea
1039,06/10/2023,12:25:22,2,3,Eindhoven,2.0,Coffee,Black coffee
1040,06/10/2023,16:46:30,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1041,06/11/2023,19:50:14,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1042,06/10/2023,19:05:21,3,2,Utrecht,3.5,Tea,Herbal tea
1043,06/11/2023,06:11:34,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1044,06/08/2023,15:21:31,2,2,Utrecht,3.0,Bakery,Scone
1045,06/08/2023,10:34:16,3,2,Utrecht,2.0,Coffee,Black coffee
1046,06/06/2023,19:21:49,2,1,Alkmaar,3.5,Coffee,Milk coffee
1047,06/10/2023,09:59:19,1,1,Alkmaar,3.0,Bakery,Scone
1048,06/08/2023,11:00:51,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1049,06/09/2023,11:52:44,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1050,06/07/2023,06:53:38,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1051,06/08/2023,10:45:19,2,2,Utrecht,3.25,Tea,Chai tea
1052,06/07/2023,08:46:30,2,3,Eindhoven,2.0,Coffee,Black coffee
1053,06/11/2023,16:55:32,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1054,06/09/2023,07:19:20,1,2,Utrecht,3.0,Tea,Black tea
1055,06/10/2023,08:38:52,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1056,06/09/2023,10:25:42,1,3,Eindhoven,3.75,Bakery,Sandwich
1057,06/11/2023,11:55:56,2,1,Alkmaar,3.5,Coffee,Milk coffee
1058,06/06/2023,10:57:39,2,2,Utrecht,3.75,Bakery,Sandwich
1059,06/05/2023,08:12:57,1,2,Utrecht,3.5,Coffee,Milk coffee
1060,06/05/2023,07:24:19,5,2,Utrecht,3.0,Tea,Black tea
1061,06/10/2023,17:51:04,1,1,Alkmaar,3.15,Tea,Green tea
1062,06/09/2023,11:59:56,2,2,Utrecht,2.0,Coffee,Black coffee
1063,06/09/2023,08:24:15,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1064,06/07/2023,16:30:30,1,1,Alkmaar,3.75,Bakery,Sandwich
1065,06/09/2023,11:18:11,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1066,06/06/2023,17:23:05,1,2,Utrecht,3.5,Tea,Herbal tea
1067,06/08/2023,19:29:25,2,1,Alkmaar,3.0,Tea,Black tea
1068,06/08/2023,17:39:00,1,2,Utrecht,3.5,Tea,Herbal tea
1069,06/10/2023,17:26:57,2,2,Utrecht,3.5,Tea,Herbal tea
1070,06/10/2023,16:45:29,2,2,Utrecht,2.0,Coffee,Black coffee
1071,06/08/2023,10:43:49,1,2,Utrecht,3.5,Coffee,Milk coffee
1072,06/09/2023,12:47:51,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1073,06/11/2023,08:03:55,1,2,Utrecht,3.75,Bakery,Sandwich
1074,06/08/2023,17:42:15,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1075,06/08/2023,10:53:28,1,3,Eindhoven,3.5,Bakery,Pie
1076,06/10/2023,16:40:39,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1077,06/06/2023,08:23:29,2,1,Alkmaar,3.25,Tea,Chai tea
1078,06/09/2023,08:07:44,1,3,Eindhoven,2.0,Coffee,Black coffee
1079,06/07/2023,12:31:28,2,1,Alkmaar,2.0,Coffee,Black coffee
1080,06/08/2023,11:33:36,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
1081,06/11/2023,19:39:39,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1082,06/10/2023,17:28:25,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1083,06/06/2023,18:07:45,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1084,06/09/2023,15:02:07,2,3,Eindhoven,3.0,Tea,Black tea
1085,06/09/2023,08:51:53,1,1,Alkmaar,2.0,Coffee,Black coffee
1086,06/09/2023,10:43:19,2,2,Utrecht,3.15,Tea,Green tea
1087,06/09/2023,09:03:18,2,1,Alkmaar,3.5,Coffee,Milk coffee
1088,06/05/2023,09:28:00,4,1,Alkmaar,3.0,Bakery,Scone
1089,06/10/2023,17:20:55,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1090,06/09/2023,07:57:44,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1091,06/07/2023,07:18:22,1,1,Alkmaar,3.5,Tea,Herbal tea
1092,06/10/2023,11:50:41,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
1093,06/10/2023,16:20:22,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1094,06/10/2023,11:59:07,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1095,06/07/2023,18:40:14,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1096,06/07/2023,07:02:06,1,1,Alkmaar,3.15,Tea,Green tea
1097,06/07/2023,10:59:33,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1098,06/07/2023,17:00:44,3,2,Utrecht,3.0,Tea,Black tea
1099,06/10/2023,08:45:49,2,3,Eindhoven,3.5,Tea,Herbal tea
1100,06/07/2023,11:18:44,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1101,06/07/2023,14:18:47,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1102,06/11/2023,14:41:21,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1103,06/07/2023,06:09:22,1,3,Eindhoven,3.75,Bakery,Sandwich
1104,06/05/2023,09:51:22,1,2,Utrecht,2.0,Coffee,Black coffee
1105,06/08/2023,14:57:59,2,,Alkmaar,2.0,Coffee,Black coffee
1106,06/10/2023,10:14:07,2,3,Eindhoven,3.15,Tea,Green tea
1107,06/09/2023,18:39:42,4,1,Alkmaar,3.0,Tea,Black tea
1108,06/11/2023,09:10:00,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1109,06/09/2023,06:34:39,1,3,Eindhoven,2.0,Coffee,Black coffee
1110,06/10/2023,16:13:19,2,2,Utrecht,3.5,Bakery,Pie
1111,06/11/2023,16:48:21,2,2,Utrecht,3.15,Tea,Green tea
1112,06/08/2023,09:36:09,6,3,Eindhoven,4.5,Chocolate,Hot chocolate
1113,06/10/2023,16:02:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1114,06/09/2023,10:40:56,3,2,Utrecht,3.75,Bakery,Sandwich
1115,06/11/2023,11:43:57,1,2,Utrecht,3.0,Bakery,Scone
1116,06/10/2023,11:32:45,1,2,Utrecht,2.0,Coffee,Black coffee
1117,06/06/2023,08:46:52,2,2,Utrecht,3.5,Bakery,Pie
1118,06/10/2023,15:43:40,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1119,06/09/2023,16:49:13,1,2,Utrecht,2.0,Coffee,Black coffee
1120,06/08/2023,16:18:04,4,1,Alkmaar,3.5,Coffee,Milk coffee
1121,06/10/2023,08:43:16,3,1,Alkmaar,3.15,Tea,Green tea
1122,06/10/2023,11:44:31,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1123,06/09/2023,15:10:03,2,2,Utrecht,3.5,Coffee,Milk coffee
1124,06/10/2023,09:52:28,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1125,06/08/2023,08:16:43,2,3,Eindhoven,3.5,Coffee,Milk coffee
1126,06/09/2023,06:30:11,2,3,Eindhoven,3.5,Coffee,Milk coffee
1127,06/11/2023,11:17:22,2,1,Alkmaar,3.15,Tea,Green tea
1128,06/09/2023,06:19:45,1,3,Eindhoven,3.75,Bakery,Sandwich
1129,06/11/2023,06:49:10,2,2,Utrecht,3.25,Tea,Chai tea
1130,06/10/2023,14:21:25,1,1,Alkmaar,3.0,Tea,Black tea
1131,06/06/2023,08:34:52,6,1,Alkmaar,3.0,Bakery,Scone
1132,06/09/2023,15:51:16,6,2,Utrecht,3.75,Bakery,Sandwich
1133,06/07/2023,10:20:15,4,2,Utrecht,3.0,Tea,Black tea
1134,06/10/2023,11:28:58,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1135,06/10/2023,15:34:27,1,2,Utrecht,3.25,Tea,Chai tea
1136,06/06/2023,13:52:04,,3,Eindhoven,3.5,Bakery,Pie
1137,06/09/2023,19:51:01,4,1,Alkmaar,3.15,Tea,Green tea
1138,06/10/2023,12:45:46,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1139,06/10/2023,11:05:57,1,2,Utrecht,2.0,Coffee,Black coffee
1140,06/10/2023,10:27:22,4,2,Utrecht,3.75,Bakery,Sandwich
1141,06/09/2023,16:12:04,1,2,Utrecht,3.15,Tea,Green tea
1142,06/11/2023,17:12:25,2,2,Utrecht,3.0,Bakery,Scone
1143,06/09/2023,10:57:30,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1144,06/06/2023,08:00:00,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1145,06/05/2023,16:56:51,1,2,Utrecht,2.0,Coffee,Black coffee
1146,06/08/2023,06:46:46,1,2,Utrecht,3.0,Bakery,Scone
1147,06/07/2023,16:50:09,2,1,Alkmaar,3.0,Bakery,Scone
1148,06/06/2023,09:24:33,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1149,06/09/2023,12:06:37,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1150,06/06/2023,09:16:19,4,2,Utrecht,4.25,Coffee,Syrup coffee
1151,06/11/2023,07:13:18,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1152,06/10/2023,12:11:48,2,1,Alkmaar,3.5,Coffee,Milk coffee
1153,06/05/2023,07:49:45,2,2,Utrecht,3.5,Coffee,Milk coffee
1154,06/08/2023,13:59:39,2,3,Eindhoven,3.5,Tea,Herbal tea
1155,06/10/2023,10:57:02,2,1,Alkmaar,3.0,Tea,Black tea
1156,06/08/2023,10:04:28,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1157,06/10/2023,08:06:36,1,3,Eindhoven,3.5,Bakery,Pie
1158,06/06/2023,15:43:25,2,2,Utrecht,3.5,Bakery,Pie
1159,06/06/2023,14:22:42,1,2,Utrecht,3.0,Bakery,Scone
1160,06/09/2023,08:51:33,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1161,06/10/2023,08:38:38,1,1,Alkmaar,3.5,Coffee,Milk coffee
1162,06/11/2023,17:00:34,1,2,Utrecht,3.75,Bakery,Sandwich
1163,06/09/2023,11:16:31,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1164,06/11/2023,15:15:07,5,3,Eindhoven,6.3,Coffee,Organic blended coffee
1165,06/09/2023,10:39:23,2,1,Alkmaar,3.5,Tea,Herbal tea
1166,06/09/2023,17:48:39,2,2,Utrecht,3.5,Coffee,Milk coffee
1167,06/06/2023,15:05:03,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1168,06/09/2023,14:54:48,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1169,06/08/2023,17:38:16,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1170,06/09/2023,11:04:37,3,2,Utrecht,2.0,Coffee,Black coffee
1171,06/07/2023,06:30:28,1,3,Eindhoven,3.0,Bakery,Scone
1172,06/10/2023,12:07:47,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1173,06/11/2023,11:55:42,2,2,Utrecht,3.0,Bakery,Scone
1174,06/08/2023,08:40:24,2,1,Alkmaar,3.0,Bakery,Scone
1175,06/07/2023,19:03:33,3,2,Utrecht,3.75,Bakery,Sandwich
1176,06/07/2023,09:08:21,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1177,06/11/2023,15:57:32,2,3,Eindhoven,3.5,Tea,Herbal tea
1178,06/09/2023,15:33:30,2,3,Eindhoven,3.5,Bakery,Pie
1179,06/08/2023,12:58:27,2,1,Alkmaar,3.5,Tea,Herbal tea
1180,06/08/2023,06:28:20,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1181,06/09/2023,08:27:13,2,2,Utrecht,3.5,Coffee,Milk coffee
1182,06/06/2023,19:18:39,2,2,Utrecht,4.25,Coffee,Syrup coffee
1183,06/09/2023,15:19:26,3,3,Eindhoven,3.5,Bakery,Pie
1184,06/11/2023,09:32:23,2,1,Alkmaar,3.0,Tea,Black tea
1185,06/09/2023,18:17:34,3,3,Eindhoven,3.5,Tea,Herbal tea
1186,06/08/2023,16:21:17,6,2,Utrecht,4.5,Chocolate,Hot chocolate
1187,06/08/2023,18:43:53,1,3,Eindhoven,3.5,Tea,Herbal tea
1188,06/08/2023,09:08:14,2,2,Utrecht,3.0,Bakery,Scone
1189,06/08/2023,07:54:28,2,2,Utrecht,3.25,Tea,Chai tea
1190,06/11/2023,09:48:32,1,1,Alkmaar,4.25,Coffee,Syrup coffee
1191,06/11/2023,15:28:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1192,06/09/2023,17:13:19,2,2,Utrecht,2.0,Coffee,Black coffee
1193,06/08/2023,07:51:15,3,2,Utrecht,3.0,Tea,Black tea
1194,06/08/2023,17:41:50,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1195,06/10/2023,08:30:52,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1196,06/09/2023,19:21:00,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1197,06/07/2023,19:02:54,1,2,Utrecht,3.5,Bakery,Pie
1198,06/07/2023,09:43:32,3,3,Eindhoven,3.0,Bakery,Scone
1199,06/09/2023,11:17:23,1,2,Utrecht,3.25,Tea,Chai tea
1200,06/05/2023,16:26:04,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1201,06/11/2023,09:12:34,1,3,Eindhoven,3.0,Bakery,Scone
1202,06/09/2023,14:35:03,2,1,Alkmaar,3.0,Tea,Black tea
1203,06/11/2023,16:26:29,1,2,Utrecht,3.5,Coffee,Milk coffee
1204,06/10/2023,09:08:42,4,3,Eindhoven,3.5,Coffee,Milk coffee
1205,06/10/2023,10:47:42,1,3,Eindhoven,3.5,Tea,Herbal tea
1206,06/07/2023,08:52:00,2,3,Eindhoven,3.75,Bakery,Sandwich
1207,06/10/2023,08:17:48,,1,Alkmaar,3.0,Tea,Black tea
1208,06/05/2023,09:19:49,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1209,06/07/2023,17:32:07,1,2,Utrecht,3.5,Bakery,Pie
1210,06/06/2023,07:04:57,1,3,Eindhoven,3.15,Tea,Green tea
1211,06/11/2023,09:48:23,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
1212,06/08/2023,19:28:13,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1213,06/11/2023,10:07:02,2,3,Eindhoven,3.5,Tea,Herbal tea
1214,06/10/2023,11:11:31,1,2,Utrecht,3.0,Tea,Black tea
1215,06/07/2023,09:42:28,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1216,06/11/2023,10:05:44,3,2,Utrecht,3.0,Bakery,Scone
1217,06/11/2023,07:58:26,1,2,Utrecht,3.0,Bakery,Scone
1218,06/11/2023,11:46:06,2,2,Utrecht,3.75,Bakery,Sandwich
1219,06/07/2023,13:50:56,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1220,06/08/2023,17:07:39,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1221,06/08/2023,09:21:01,1,2,Utrecht,3.75,Bakery,Sandwich
1222,06/10/2023,15:27:01,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1223,06/09/2023,17:26:33,3,1,Alkmaar,3.5,Bakery,Pie
1224,06/07/2023,17:46:27,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1225,06/10/2023,16:46:49,1,2,Utrecht,3.75,Bakery,Sandwich
1226,06/07/2023,14:11:41,3,1,Alkmaar,3.75,Bakery,Sandwich
1227,06/07/2023,13:45:33,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1228,06/10/2023,09:03:48,2,2,Utrecht,3.0,Bakery,Scone
1229,06/06/2023,17:53:39,2,2,Utrecht,2.0,Coffee,Black coffee
1230,06/08/2023,11:36:02,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1231,06/11/2023,16:03:01,1,2,Utrecht,3.0,Tea,Black tea
1232,06/09/2023,19:01:44,4,1,Alkmaar,3.15,Tea,Green tea
1233,06/07/2023,09:15:34,2,2,Utrecht,3.0,Tea,Black tea
1234,06/09/2023,19:56:12,2,2,Utrecht,3.75,Bakery,Sandwich
1235,06/08/2023,08:46:49,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1236,06/07/2023,12:32:21,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1237,06/09/2023,13:51:50,2,1,Alkmaar,3.5,Bakery,Pie
1238,06/08/2023,09:54:04,1,3,Eindhoven,3.0,Tea,Black tea
1239,06/09/2023,17:03:35,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1240,06/06/2023,08:32:15,1,1,Alkmaar,3.5,Coffee,Milk coffee
1241,06/11/2023,16:26:40,2,2,Utrecht,3.5,Tea,Herbal tea
1242,06/07/2023,10:19:51,3,2,Utrecht,3.75,Bakery,Sandwich
1243,06/05/2023,09:09:27,1,3,Eindhoven,3.0,Bakery,Scone
1244,06/09/2023,10:27:12,3,2,Utrecht,4.25,Coffee,Syrup coffee
1245,06/09/2023,16:32:03,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
1246,06/09/2023,15:12:15,4,3,Eindhoven,2.0,Coffee,Black coffee
1247,06/11/2023,14:23:39,2,1,Alkmaar,3.5,Coffee,Milk coffee
1248,06/06/2023,14:12:01,2,1,Alkmaar,3.0,Bakery,Scone
1249,06/11/2023,08:51:36,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1250,06/10/2023,17:56:03,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1251,06/05/2023,09:26:27,2,2,Utrecht,3.0,Bakery,Scone
1252,06/11/2023,13:46:36,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1253,06/11/2023,12:46:34,5,2,Utrecht,4.5,Chocolate,Hot chocolate
1254,06/06/2023,17:17:15,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1255,06/08/2023,11:42:32,1,3,Eindhoven,3.15,Tea,Green tea
1256,06/11/2023,18:03:44,1,2,Utrecht,3.25,Tea,Chai tea
1257,06/10/2023,17:26:45,3,1,Alkmaar,3.5,Bakery,Pie
1258,06/08/2023,12:27:35,2,1,Alkmaar,4.25,Coffee,Syrup coffee
1259,06/10/2023,11:10:49,2,2,Utrecht,3.5,Bakery,Pie
1260,06/05/2023,13:22:27,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
1261,06/10/2023,17:50:40,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1262,06/11/2023,09:04:56,1,1,Alkmaar,3.15,Tea,Green tea
1263,06/09/2023,07:52:34,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1264,06/10/2023,11:58:06,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
1265,06/10/2023,18:05:18,2,3,Eindhoven,3.5,Tea,Herbal tea
1266,06/09/2023,14:57:42,2,1,Alkmaar,3.25,Tea,Chai tea
1267,06/07/2023,17:12:42,1,3,Eindhoven,3.15,Tea,Green tea
